tuid,"img","tag"
30914,"LMSMPS509480110","settlement"
30915,"LMSMPS509480110","widow"
30916,"LMSMPS509480113","children"
30917,"LMSMPS509480113","churchwardens_petition"
30918,"LMSMPS509480113","removal"
30919,"LMSMPS509480113","settlement"
30920,"LMSMPS509480113","wife"
30921,"LMSMPS509480116","children"
30922,"LMSMPS509480116","churchwardens_petition"
30923,"LMSMPS509480116","removal"
30924,"LMSMPS509480116","settlement"
30925,"LMSMPS509480116","son/daughter"
30926,"LMSMPS509480116","wife"
30927,"LMSMPS509480119","churchwardens_petition"
30928,"LMSMPS509480119","removal"
30929,"LMSMPS509480119","settlement"
30930,"LMSMPS509480121","children"
30931,"LMSMPS509480121","churchwardens_petition"
30932,"LMSMPS509480121","husband"
30933,"LMSMPS509480121","removal"
30934,"LMSMPS509480121","settlement"
30935,"LMSMPS509480121","widow"
30936,"LMSMPS509480123","children"
30937,"LMSMPS509480123","churchwardens_petition"
30938,"LMSMPS509480123","removal"
30939,"LMSMPS509480123","settlement"
30940,"LMSMPS509480123","wife"
30941,"LMSMPS509480132","children"
30942,"LMSMPS509480132","churchwardens_petition"
30943,"LMSMPS509480132","removal"
30944,"LMSMPS509480132","settlement"
30945,"LMSMPS509480132","wife"
30946,"LMSMPS509480133","children"
30947,"LMSMPS509480133","churchwardens_petition"
30948,"LMSMPS509480133","removal"
30949,"LMSMPS509480133","settlement"
30950,"LMSMPS509480133","wife"
30951,"LMSMPS509480135","churchwardens_petition"
30952,"LMSMPS509480135","removal"
30953,"LMSMPS509480135","settlement"
30954,"LMSMPS509480135","wife"
30955,"LMSMPS509490060","churchwardens_petition"
30956,"LMSMPS509490060","removal"
30957,"LMSMPS509490060","settlement"
30958,"LMSMPS509490060","widow"
30959,"LMSMPS509490063","children"
30960,"LMSMPS509490063","churchwardens_petition"
30961,"LMSMPS509490063","removal"
30962,"LMSMPS509490063","settlement"
30963,"LMSMPS509490063","wife"
30964,"LMSMPS509490065","churchwardens_petition"
30965,"LMSMPS509490065","removal"
30966,"LMSMPS509490065","settlement"
30967,"LMSMPS509490065","wife"
30968,"LMSMPS509490067","prisoner"
30969,"LMSMPS509490074","churchwardens_petition"
30970,"LMSMPS509490074","removal"
30971,"LMSMPS509490074","settlement"
30972,"LMSMPS509490078","churchwardens_petition"
30973,"LMSMPS509490078","removal"
30974,"LMSMPS509490078","settlement"
30975,"LMSMPS509490078","spinster"
30976,"LMSMPS509490080","children"
30977,"LMSMPS509490080","churchwardens_petition"
30978,"LMSMPS509490080","removal"
30979,"LMSMPS509490080","settlement"
30980,"LMSMPS509490080","wife"
30981,"LMSMPS509490082","churchwardens_petition"
30982,"LMSMPS509490082","removal"
30983,"LMSMPS509490082","settlement"
30984,"LMSMPS509490084","children"
30985,"LMSMPS509490084","churchwardens_petition"
30986,"LMSMPS509490084","removal"
30987,"LMSMPS509490084","settlement"
30988,"LMSMPS509490084","widow"
30989,"LMSMPS509490086","children"
30990,"LMSMPS509490086","churchwardens_petition"
30991,"LMSMPS509490086","removal"
30992,"LMSMPS509490086","settlement"
30993,"LMSMPS509490086","wife"
30994,"LMSMPS509490090","churchwardens_petition"
30995,"LMSMPS509490090","removal"
30996,"LMSMPS509490090","settlement"
30997,"LMSMPS509490091","pawnbrokers"
30998,"LMSMPS509490091","receiving"
30999,"LMSMPS509490091","trade"
31000,"LMSMPS509490093","pawnbrokers"
31001,"LMSMPS509490093","receiving"
31002,"LMSMPS509490093","trade"
31003,"LMSMPS509490095","pawnbrokers"
31004,"LMSMPS509490095","receiving"
31005,"LMSMPS509490095","trade"
31006,"LMSMPS509510090","assault"
31007,"LMSMPS509510090","imprisonment"
31008,"LMSMPS509510090","indictment"
31009,"LMSMPS509520110","churchwardens_petition"
31010,"LMSMPS509520110","removal"
31011,"LMSMPS509520110","settlement"
31012,"LMSMPS509520111","office"
31013,"LMSMPS509520113","office"
31014,"LMSMPS509520115","office"
31015,"LMSMPS509520117","office"
31016,"LMSMPS509520119","apprentice"
31017,"LMSMPS509520119","spinster"
31018,"LMSMPS509520121","pawnbrokers"
31019,"LMSMPS509520121","receiving"
31020,"LMSMPS509520121","trade"
31021,"LMSMPS509520123","pawnbrokers"
31022,"LMSMPS509520123","receiving"
31023,"LMSMPS509520123","trade"
31024,"LMSMPS509520125","office"
31025,"LMSMPS509520127","office"
31026,"LMSMPS509520129","office"
31027,"LMSMPS509520131","office"
31028,"LMSMPS509520139","churchwardens_petition"
31029,"LMSMPS509520139","removal"
31030,"LMSMPS509520139","settlement"
31031,"LMSMPS509520139","son/daughter"
31032,"LMSMPS509520139","wife"
31033,"LMSMPS509520140","children"
31034,"LMSMPS509520140","churchwardens_petition"
31035,"LMSMPS509520140","removal"
31036,"LMSMPS509520140","settlement"
31037,"LMSMPS509520140","wife"
31038,"LMSMPS509520141","children"
31039,"LMSMPS509520141","churchwardens_petition"
31040,"LMSMPS509520141","removal"
31041,"LMSMPS509520141","settlement"
31042,"LMSMPS509520141","wife"
31043,"LMSMPS509520142","children"
31044,"LMSMPS509520142","churchwardens_petition"
31045,"LMSMPS509520142","removal"
31046,"LMSMPS509520142","settlement"
31047,"LMSMPS509520142","wife"
31048,"LMSMPS509520148","churchwardens_petition"
31049,"LMSMPS509520150","children"
31050,"LMSMPS509520150","churchwardens_petition"
31051,"LMSMPS509520150","removal"
31052,"LMSMPS509520150","settlement"
31053,"LMSMPS509520150","spinster"
31054,"LMSMPS509520152","office"
31055,"LMSMPS509520155","office"
31056,"LMSMPS509520157","office"
31057,"LMSMPS509520159","office"
31058,"LMSMPS509520162","office"
31059,"LMSMPS509520164","office"
31060,"LMSMPS509520168","churchwardens_petition"
31061,"LMSMPS509520168","removal"
31062,"LMSMPS509520168","settlement"
31063,"LMSMPS509520168","spinster"
31064,"LMSMPS509520171","churchwardens_petition"
31065,"LMSMPS509520171","removal"
31066,"LMSMPS509520171","settlement"
31067,"LMSMPS509520171","spinster"
31068,"LMSMPS509520173","trade"
31069,"LMSMPS509520174","trade"
31070,"LMSMPS509520175","churchwardens_petition"
31071,"LMSMPS509520175","removal"
31072,"LMSMPS509520175","settlement"
31073,"LMSMPS509520177","churchwardens_petition"
31074,"LMSMPS509520177","removal"
31075,"LMSMPS509520177","settlement"
31076,"LMSMPS509530189","churchwardens_petition"
31077,"LMSMPS509530189","removal"
31078,"LMSMPS509530189","settlement"
31079,"LMSMPS509530189","widow"
31080,"LMSMPS509530190","churchwardens_petition"
31081,"LMSMPS509530190","removal"
31082,"LMSMPS509530190","settlement"
31083,"LMSMPS509530190","spinster"
31084,"LMSMPS509530196","churchwardens_petition"
31085,"LMSMPS509530196","removal"
31086,"LMSMPS509530196","settlement"
31087,"LMSMPS509530196","spinster"
31088,"LMSMPS509530197","churchwardens_petition"
31089,"LMSMPS509530197","removal"
31090,"LMSMPS509530197","settlement"
31091,"LMSMPS509530197","spinster"
31092,"LMSMPS509530199","children"
31093,"LMSMPS509530199","churchwardens_petition"
31094,"LMSMPS509530199","removal"
31095,"LMSMPS509530199","settlement"
31096,"LMSMPS509530199","son/daughter"
31097,"LMSMPS509530199","wife"
31098,"LMSMPS509530201","felony"
31099,"LMSMPS509530201","misdemeanours"
31100,"LMSMPS509530201","pawnbrokers"
31101,"LMSMPS509530201","prisoner"
31102,"LMSMPS509530201","receiving"
31103,"LMSMPS509530203","felony"
31104,"LMSMPS509530203","misdemeanours"
31105,"LMSMPS509530203","pawnbrokers"
31106,"LMSMPS509530203","prisoner"
31107,"LMSMPS509530203","receiving"
31108,"LMSMPS509530203","recognizances"
31109,"LMSMPS509530208","apprentice"
31110,"LMSMPS509530208","drink"
31111,"LMSMPS509530208","son/daughter"
31112,"LMSMPS509530210","churchwardens_petition"
31113,"LMSMPS509530211","rates"
31114,"LMSMPS509530216","rates"
31115,"LMSMPS509530219","churchwardens_petition"
31116,"LMSMPS509530219","removal"
31117,"LMSMPS509530219","settlement"
31118,"LMSMPS509530220","rates"
31119,"LMSMPS509530222","prisoner"
31120,"LMSMPS509530222","recognizances"
31121,"LMSMPS509540029","children"
31122,"LMSMPS509540029","churchwardens_petition"
31123,"LMSMPS509540029","removal"
31124,"LMSMPS509540029","settlement"
31125,"LMSMPS509540031","trade"
31126,"LMSMPS509540032","children"
31127,"LMSMPS509540032","churchwardens_petition"
31128,"LMSMPS509540032","removal"
31129,"LMSMPS509540033","children"
31130,"LMSMPS509540033","churchwardens_petition"
31131,"LMSMPS509540033","removal"
31132,"LMSMPS509540035","churchwardens_petition"
31133,"LMSMPS509540035","removal"
31134,"LMSMPS509540035","settlement"
31135,"LMSMPS509540035","widow"
31136,"LMSMPS509540037","children"
31137,"LMSMPS509540037","churchwardens_petition"
31138,"LMSMPS509540037","removal"
31139,"LMSMPS509540037","settlement"
31140,"LMSMPS509540037","widow"
31141,"LMSMPS509540039","churchwardens_petition"
31142,"LMSMPS509540039","removal"
31143,"LMSMPS509540039","settlement"
31144,"LMSMPS509540041","children"
31145,"LMSMPS509540041","churchwardens_petition"
31146,"LMSMPS509540041","removal"
31147,"LMSMPS509540041","settlement"
31148,"LMSMPS509540042","children"
31149,"LMSMPS509540042","churchwardens_petition"
31150,"LMSMPS509540042","removal"
31151,"LMSMPS509540042","settlement"
31152,"LMSMPS509540047","apprentice"
31153,"LMSMPS509540047","parents"
31154,"LMSMPS509540048","churchwardens_petition"
31155,"LMSMPS509540048","removal"
31156,"LMSMPS509540048","settlement"
31157,"LMSMPS509540048","wife"
31158,"LMSMPS509540050","children"
31159,"LMSMPS509540050","churchwardens_petition"
31160,"LMSMPS509540050","removal"
31161,"LMSMPS509540050","settlement"
31162,"LMSMPS509540050","wife"
31163,"LMSMPS509540052","apprentice"
31164,"LMSMPS509540052","parents"
31165,"LMSMPS509540052","prisoner"
31166,"LMSMPS509570100","drink"
31167,"LMSMPS509570100","prisoner"
31168,"LMSMPS509570102","drink"
31169,"LMSMPS509570102","prisoner"
31170,"LMSMPS509570108","recognizances"
31171,"LMSMPS509570111","rates"
31172,"LMSMPS509570114","children"
31173,"LMSMPS509570114","churchwardens_petition"
31174,"LMSMPS509570114","removal"
31175,"LMSMPS509570114","wife"
31176,"LMSMPS509570116","children"
31177,"LMSMPS509570116","churchwardens_petition"
31178,"LMSMPS509570116","removal"
31179,"LMSMPS509570116","settlement"
31180,"LMSMPS509570116","wife"
31181,"LMSMPS509570117","children"
31182,"LMSMPS509570117","churchwardens_petition"
31183,"LMSMPS509570117","removal"
31184,"LMSMPS509570117","settlement"
31185,"LMSMPS509570117","wife"
31186,"LMSMPS509570122","churchwardens_petition"
31187,"LMSMPS509570122","removal"
31188,"LMSMPS509570122","settlement"
31189,"LMSMPS509570122","spinster"
31190,"LMSMPS509570124","children"
31191,"LMSMPS509570124","churchwardens_petition"
31192,"LMSMPS509570124","removal"
31193,"LMSMPS509570124","settlement"
31194,"LMSMPS509570124","widow"
31195,"LMSMPS509570125","children"
31196,"LMSMPS509570125","churchwardens_petition"
31197,"LMSMPS509570125","husband"
31198,"LMSMPS509570125","removal"
31199,"LMSMPS509570125","settlement"
31200,"LMSMPS509570131","churchwardens_petition"
31201,"LMSMPS509570131","removal"
31202,"LMSMPS509570131","settlement"
31203,"LMSMPS509570141","children"
31204,"LMSMPS509570141","churchwardens_petition"
31205,"LMSMPS509570141","removal"
31206,"LMSMPS509570141","settlement"
31207,"LMSMPS509570146","churchwardens_petition"
31208,"LMSMPS509570146","removal"
31209,"LMSMPS509570146","settlement"
31210,"LMSMPS509570146","wife"
31211,"LMSMPS509570148","children"
31212,"LMSMPS509570148","churchwardens_petition"
31213,"LMSMPS509570148","removal"
31214,"LMSMPS509570148","settlement"
31215,"LMSMPS509570148","wife"
31216,"LMSMPS509570150","churchwardens_petition"
31217,"LMSMPS509570150","removal"
31218,"LMSMPS509570150","settlement"
31219,"LMSMPS509570150","wife"
31220,"LMSMPS509570151","churchwardens_petition"
31221,"LMSMPS509570151","removal"
31222,"LMSMPS509570151","settlement"
31223,"LMSMPS509570151","spinster"
31224,"LMSMPS509570153","children"
31225,"LMSMPS509570153","churchwardens_petition"
31226,"LMSMPS509570153","removal"
31227,"LMSMPS509570153","settlement"
31228,"LMSMPS509570153","wife"
31229,"LMSMPS509570154","children"
31230,"LMSMPS509570154","churchwardens_petition"
31231,"LMSMPS509570154","removal"
31232,"LMSMPS509570154","settlement"
31233,"LMSMPS509570154","wife"
31234,"LMSMPS509570156","churchwardens_petition"
31235,"LMSMPS509570156","removal"
31236,"LMSMPS509570156","settlement"
31237,"LMSMPS509580062","felony"
31238,"LMSMPS509580062","misdemeanours"
31239,"LMSMPS509580062","pawnbrokers"
31240,"LMSMPS509580062","prisoner"
31241,"LMSMPS509580062","receiving"
31242,"LMSMPS509580062","recognizances"
31243,"LMSMPS509580064","felony"
31244,"LMSMPS509580064","misdemeanours"
31245,"LMSMPS509580064","pawnbrokers"
31246,"LMSMPS509580064","prisoner"
31247,"LMSMPS509580064","receiving"
31248,"LMSMPS509580064","recognizances"
31249,"LMSMPS509580066","felony"
31250,"LMSMPS509580066","misdemeanours"
31251,"LMSMPS509580066","pawnbrokers"
31252,"LMSMPS509580066","prisoner"
31253,"LMSMPS509580066","receiving"
31254,"LMSMPS509580066","recognizances"
31255,"LMSMPS509580069","apprentice"
31256,"LMSMPS509580069","assault"
31257,"LMSMPS509580072","apprentice"
31258,"LMSMPS509580072","debtor"
31259,"LMSMPS509580072","prisoner"
31260,"LMSMPS509580072","son/daughter"
31261,"LMSMPS509580072","widow"
31262,"LMSMPS509580079","rates"
31263,"LMSMPS509580079","recognizances"
31264,"LMSMPS509580086","churchwardens_petition"
31265,"LMSMPS509580086","removal"
31266,"LMSMPS509580086","settlement"
31267,"LMSMPS509580086","spinster"
31268,"LMSMPS509580089","churchwardens_petition"
31269,"LMSMPS509580089","removal"
31270,"LMSMPS509580089","settlement"
31271,"LMSMPS509580089","wife"
31272,"LMSMPS509580093","children"
31273,"LMSMPS509580093","churchwardens_petition"
31274,"LMSMPS509580093","removal"
31275,"LMSMPS509580093","settlement"
31276,"LMSMPS509580093","wife"
31277,"LMSMPS509580094","children"
31278,"LMSMPS509580094","churchwardens_petition"
31279,"LMSMPS509580094","removal"
31280,"LMSMPS509580094","settlement"
31281,"LMSMPS509580094","widow"
31282,"LMSMPS509580095","churchwardens_petition"
31283,"LMSMPS509580095","removal"
31284,"LMSMPS509580095","settlement"
31285,"LMSMPS509580095","wife"
31286,"LMSMPS509580099","churchwardens_petition"
31287,"LMSMPS509580099","removal"
31288,"LMSMPS509580103","churchwardens_petition"
31289,"LMSMPS509580103","removal"
31290,"LMSMPS509580103","settlement"
31291,"LMSMPS509580103","widow"
31292,"LMSMPS509580105","bastardy"
31293,"LMSMPS509580105","children"
31294,"LMSMPS509580105","churchwardens_petition"
31295,"LMSMPS509580105","removal"
31296,"LMSMPS509580105","settlement"
31297,"LMSMPS509580105","spinster"
31298,"LMSMPS509590069","children"
31299,"LMSMPS509590069","churchwardens_petition"
31300,"LMSMPS509590069","settlement"
31301,"LMSMPS509590069","wife"
31302,"LMSMPS509590080","trade"
31303,"LMSMPS509590085","trade"
31304,"LMSMPS509590088","apprentice"
31305,"LMSMPS509590088","children"
31306,"LMSMPS509590088","felony"
31307,"LMSMPS509590088","misdemeanours"
31308,"LMSMPS509590088","prisoner"
31309,"LMSMPS509590094","pawnbrokers"
31310,"LMSMPS509590094","receiving"
31311,"LMSMPS509590094","trade"
31312,"LMSMPS509590100","receiving"
31313,"LMSMPS509590100","trade"
31314,"LMSMPS509590101","trade"
31315,"LMSMPS509590103","trade"
31316,"LMSMPS509590104","trade"
31317,"LMSMPS509590105","trade"
31318,"LMSMPS509590106","children"
31319,"LMSMPS509590106","churchwardens_petition"
31320,"LMSMPS509590106","removal"
31321,"LMSMPS509590106","settlement"
31322,"LMSMPS509590115","churchwardens_petition"
31323,"LMSMPS509590115","removal"
31324,"LMSMPS509590115","settlement"
31325,"LMSMPS509590115","spinster"
31326,"LMSMPS509590119","churchwardens_petition"
31327,"LMSMPS509590119","removal"
31328,"LMSMPS509590119","settlement"
31329,"LMSMPS509590121","churchwardens_petition"
31330,"LMSMPS509590121","removal"
31331,"LMSMPS509590121","settlement"
31332,"LMSMPS509590121","spinster"
31333,"LMSMPS509590122","churchwardens_petition"
31334,"LMSMPS509590122","removal"
31335,"LMSMPS509590122","settlement"
31336,"LMSMPS509590122","wife"
31337,"LMSMPS509590126","churchwardens_petition"
31338,"LMSMPS509590126","removal"
31339,"LMSMPS509590126","settlement"
31340,"LMSMPS509590126","son/daughter"
31341,"LMSMPS509590126","wife"
31342,"LMSMPS509590127","children"
31343,"LMSMPS509590127","churchwardens_petition"
31344,"LMSMPS509590127","removal"
31345,"LMSMPS509590127","settlement"
31346,"LMSMPS509590128","children"
31347,"LMSMPS509590128","churchwardens_petition"
31348,"LMSMPS509590128","removal"
31349,"LMSMPS509590128","settlement"
31350,"LMSMPS509590128","wife"
31351,"LMSMPS509590134","rates"
31352,"LMSMPS509590162","churchwardens_overseers"
31353,"LMSMPS509590162","rates"
31354,"LMSMPS509600060","children"
31355,"LMSMPS509600060","churchwardens_petition"
31356,"LMSMPS509600060","removal"
31357,"LMSMPS509600060","settlement"
31358,"LMSMPS509600060","wife"
31359,"LMSMPS509600076","assault"
31360,"LMSMPS509600076","husband"
31361,"LMSMPS509600076","imprisonment"
31362,"LMSMPS509600076","prisoner"
31363,"LMSMPS509600076","servant"
31364,"LMSMPS509600076","wife"
31365,"LMSMPS509600077","churchwardens_petition"
31366,"LMSMPS509600077","removal"
31367,"LMSMPS509600077","settlement"
31368,"LMSMPS509600077","wife"
31369,"LMSMPS509600080","churchwardens_petition"
31370,"LMSMPS509600080","removal"
31371,"LMSMPS509600080","settlement"
31372,"LMSMPS509600080","wife"
31373,"LMSMPS509600083","churchwardens_petition"
31374,"LMSMPS509600083","removal"
31375,"LMSMPS509600083","settlement"
31376,"LMSMPS509610083","bastardy"
31377,"LMSMPS509610083","children"
31378,"LMSMPS509610083","churchwardens_petition"
31379,"LMSMPS509610087","apprentice"
31380,"LMSMPS509610087","children"
31381,"LMSMPS509610087","felony"
31382,"LMSMPS509610087","misdemeanours"
31383,"LMSMPS509610087","prisoner"
31384,"LMSMPS509610091","churchwardens_overseers"
31385,"LMSMPS509610091","parishioners"
31386,"LMSMPS509610091","rates"
31387,"LMSMPS509610092","apprentice"
31388,"LMSMPS509610092","assault"
31389,"LMSMPS509610097","churchwardens_petition"
31390,"LMSMPS509610097","removal"
31391,"LMSMPS509610097","settlement"
31392,"LMSMPS509610101","children"
31393,"LMSMPS509610101","churchwardens_petition"
31394,"LMSMPS509610101","removal"
31395,"LMSMPS509610101","settlement"
31396,"LMSMPS509610101","wife"
31397,"LMSMPS509610118","bastardy"
31398,"LMSMPS509610118","children"
31399,"LMSMPS509610118","churchwardens_overseers"
31400,"LMSMPS509610118","parents"
31401,"LMSMPS509610118","spinster"
31402,"LMSMPS509620004","churchwardens_petition"
31403,"LMSMPS509620004","removal"
31404,"LMSMPS509620004","settlement"
31405,"LMSMPS509620004","widow"
31406,"LMSMPS509620008","churchwardens_petition"
31407,"LMSMPS509620008","removal"
31408,"LMSMPS509620008","settlement"
31409,"LMSMPS509620011","churchwardens_petition"
31410,"LMSMPS509620011","removal"
31411,"LMSMPS509620011","settlement"
31412,"LMSMPS509620013","churchwardens_petition"
31413,"LMSMPS509620013","removal"
31414,"LMSMPS509620013","settlement"
31415,"LMSMPS509620015","churchwardens_petition"
31416,"LMSMPS509620015","removal"
31417,"LMSMPS509620015","settlement"
31418,"LMSMPS509620015","spinster"
31419,"LMSMPS509620020","churchwardens_petition"
31420,"LMSMPS509620020","removal"
31421,"LMSMPS509620020","settlement"
31422,"LMSMPS509620021","churchwardens_petition"
31423,"LMSMPS509620021","removal"
31424,"LMSMPS509620021","settlement"
31425,"LMSMPS509620023","churchwardens_petition"
31426,"LMSMPS509620023","removal"
31427,"LMSMPS509620023","settlement"
31428,"LMSMPS509620023","widow"
31429,"LMSMPS509620025","children"
31430,"LMSMPS509620025","churchwardens_petition"
31431,"LMSMPS509620025","removal"
31432,"LMSMPS509620025","settlement"
31433,"LMSMPS509620025","wife"
31434,"LMSMPS509630137","churchwardens_overseers"
31435,"LMSMPS509630137","parishioners"
31436,"LMSMPS509630137","rates"
31437,"LMSMPS509630137","widow"
31438,"LMSMPS509630139","churchwardens_overseers"
31439,"LMSMPS509630139","parishioners"
31440,"LMSMPS509630139","rates"
31441,"LMSMPS509630139","widow"
31442,"LMSMPS509630141","churchwardens_overseers"
31443,"LMSMPS509630141","parishioners"
31444,"LMSMPS509630141","rates"
31445,"LMSMPS509630141","widow"
31446,"LMSMPS509630143","apprentice"
31447,"LMSMPS509630143","removal"
31448,"LMSMPS509630149","churchwardens_petition"
31449,"LMSMPS509630149","removal"
31450,"LMSMPS509630149","settlement"
31451,"LMSMPS509630152","children"
31452,"LMSMPS509630152","churchwardens_petition"
31453,"LMSMPS509630152","removal"
31454,"LMSMPS509630152","settlement"
31455,"LMSMPS509630152","wife"
31456,"LMSMPS509630160","churchwardens_petition"
31457,"LMSMPS509630160","removal"
31458,"LMSMPS509630160","settlement"
31459,"LMSMPS509630161","churchwardens_petition"
31460,"LMSMPS509630161","removal"
31461,"LMSMPS509630161","settlement"
31462,"LMSMPS509640150","churchwardens_petition"
31463,"LMSMPS509640150","removal"
31464,"LMSMPS509640150","settlement"
31465,"LMSMPS509640150","widow"
31466,"LMSMPS509640164","fraud"
31467,"LMSMPS509640166","apprentice"
31468,"LMSMPS509640166","assault"
31469,"LMSMPS509640167","pawnbrokers"
31470,"LMSMPS509640167","receiving"
31471,"LMSMPS509640167","trade"
31472,"LMSMPS509640168","pawnbrokers"
31473,"LMSMPS509640168","receiving"
31474,"LMSMPS509640168","trade"
31475,"LMSMPS509640171","recognizances"
31476,"LMSMPS509640174","recognizances"
31477,"LMSMPS509640175","children"
31478,"LMSMPS509640175","churchwardens_petition"
31479,"LMSMPS509640175","removal"
31480,"LMSMPS509640175","settlement"
31481,"LMSMPS509640175","wife"
31482,"LMSMPS509640178","children"
31483,"LMSMPS509640178","churchwardens_petition"
31484,"LMSMPS509640178","removal"
31485,"LMSMPS509640178","settlement"
31486,"LMSMPS509640178","spinster"
31487,"LMSMPS509640180","churchwardens_petition"
31488,"LMSMPS509640180","removal"
31489,"LMSMPS509640180","settlement"
31490,"LMSMPS509640180","spinster"
31491,"LMSMPS509640183","churchwardens_petition"
31492,"LMSMPS509640183","removal"
31493,"LMSMPS509640183","settlement"
31494,"LMSMPS509640183","wife"
31495,"LMSMPS509640222","office"
31496,"LMSMPS509650080","office"
31497,"LMSMPS509650089","assault"
31498,"LMSMPS509650089","imprisonment"
31499,"LMSMPS509650089","indictment"
31500,"LMSMPS509650089","prisoner"
31501,"LMSMPS509650089","son/daughter"
31502,"LMSMPS509650095","churchwardens_overseers"
31503,"LMSMPS509650095","parishioners"
31504,"LMSMPS509650095","rates"
31505,"LMSMPS509650097","churchwardens_petition"
31506,"LMSMPS509650097","removal"
31507,"LMSMPS509650097","settlement"
31508,"LMSMPS509650097","wife"
31509,"LMSMPS509650099","children"
31510,"LMSMPS509650099","churchwardens_petition"
31511,"LMSMPS509650099","removal"
31512,"LMSMPS509650099","settlement"
31513,"LMSMPS509650101","churchwardens_petition"
31514,"LMSMPS509650101","removal"
31515,"LMSMPS509650101","settlement"
31516,"LMSMPS509650101","spinster"
31517,"LMSMPS509650104","churchwardens_petition"
31518,"LMSMPS509650104","removal"
31519,"LMSMPS509650107","children"
31520,"LMSMPS509650107","churchwardens_petition"
31521,"LMSMPS509650107","removal"
31522,"LMSMPS509650107","settlement"
31523,"LMSMPS509650107","son/daughter"
31524,"LMSMPS509650107","wife"
31525,"LMSMPS509650111","children"
31526,"LMSMPS509650111","churchwardens_petition"
31527,"LMSMPS509650111","removal"
31528,"LMSMPS509650111","settlement"
31529,"LMSMPS509650111","wife"
31530,"LMWJPS653020001","churchwardens_petition"
31531,"LMWJPS653020001","removal"
31532,"LMWJPS653020001","settlement"
31533,"LMWJPS653020001","son/daughter"
31534,"LMWJPS653020003","wife"
31535,"LMWJPS653020005","bastardy"
31536,"LMWJPS653020005","children"
31537,"LMWJPS653020005","churchwardens_petition"
31538,"LMWJPS653020005","parents"
31539,"LMWJPS653020005","prisoner"
31540,"LMWJPS653020006","children"
31541,"LMWJPS653020006","churchwardens_petition"
31542,"LMWJPS653020006","parents"
31543,"LMWJPS653020006","spinster"
31544,"LMWJPS653020007","friends"
31545,"LMWJPS653020007","husband"
31546,"LMWJPS653020007","prisoner"
31547,"LMWJPS653020007","servant"
31548,"LMWJPS653020007","son/daughter"
31549,"LMWJPS653020009","apprentice"
31550,"LMWJPS653020009","bad_husband"
31551,"LMWJPS653020009","husband"
31552,"LMWJPS653020009","recognizances"
31553,"LMWJPS653020009","wife"
31554,"LMWJPS653020011","apprentice"
31555,"LMWJPS653020011","poor"
31556,"LMWJPS653020012","apprentice"
31557,"LMWJPS653020014","friends"
31558,"LMWJPS653050003","children"
31559,"LMWJPS653050003","churchwardens_petition"
31560,"LMWJPS653050003","husband"
31561,"LMWJPS653050003","parents"
31562,"LMWJPS653050003","removal"
31563,"LMWJPS653050003","settlement"
31564,"LMWJPS653050006","children"
31565,"LMWJPS653050006","churchwardens_petition"
31566,"LMWJPS653050006","removal"
31567,"LMWJPS653050006","settlement"
31568,"LMWJPS653050008","churchwardens_petition"
31569,"LMWJPS653050008","rates"
31570,"LMWJPS653050014","churchwardens_petition"
31571,"LMWJPS653050014","rates"
31572,"LMWJPS653060001","churchwardens_overseers"
31573,"LMWJPS653060003","churchwardens_petition"
31574,"LMWJPS653060005","churchwardens_petition"
31575,"LMWJPS653070005","indictment"
31576,"LMWJPS653070005","prisoner"
31577,"LMWJPS653070005","recognizances"
31578,"LMWJPS653070005","removal"
31579,"LMWJPS653070008","apprentice"
31580,"LMWJPS653070008","removal"
31581,"LMWJPS653070008","son/daughter"
31582,"LMWJPS653110002","children"
31583,"LMWJPS653110002","churchwardens_petition"
31584,"LMWJPS653110002","removal"
31585,"LMWJPS653110002","settlement"
31586,"LMWJPS653130001","churchwardens_petition"
31587,"LMWJPS653130001","rates"
31588,"LMWJPS653130003","churchwardens_petition"
31589,"LMWJPS653130003","rates"
31590,"LMWJPS653140003","apprentice"
31591,"LMWJPS653140003","assault"
31592,"LMWJPS653140003","friends"
31593,"LMWJPS653340003","apprentice"
31594,"LMWJPS653340003","parents"
31595,"LMWJPS653380002","bastardy"
31596,"LMWJPS653380002","children"
31597,"LMWJPS653380002","parents"
31598,"LMWJPS653380002","spinster"
31599,"LMWJPS653380004","disability"
31600,"LMWJPS653380004","drink"
31601,"LMWJPS653380004","is_poor"
31602,"LMWJPS653380006","apprentice"
31603,"LMWJPS653380006","prisoner"
31604,"LMWJPS653380007","bad_husband"
31605,"LMWJPS653380007","husband"
31606,"LMWJPS653380007","is_poor"
31607,"LMWJPS653380007","wife"
31608,"LMWJPS653400003","husband"
31609,"LMWJPS653400003","poor"
31610,"LMWJPS653400005","churchwardens_petition"
31611,"LMWJPS653400005","wife"
31612,"LMWJPS653410002","apprentice"
31613,"LMWJPS653410002","drink"
31614,"LMWJPS653410002","husband"
31615,"LMWJPS653410002","parents"
31616,"LMWJPS653410002","widow"
31617,"LMWJPS653410004","apprentice"
31618,"LMWJPS653410004","is_poor"
31619,"LMWJPS653420002","apprentice"
31620,"LMWJPS653430003","apprentice"
31621,"LMWJPS653430003","friends"
31622,"LMWJPS653430003","husband"
31623,"LMWJPS653440002","husband"
31624,"LMWJPS653440002","settlement"
31625,"LMWJPS653440003","bastardy"
31626,"LMWJPS653440003","children"
31627,"LMWJPS653440003","parents"
